class,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
deadlift,0.0,0.0,0.0,0.01483262572025065,-0.03595542731095004,0.07521852127747662,0.018345569285366087,-0.03632158093329987,0.07488833181447643,0.021921561129835218,-0.03681353511304556,0.07439460162686162,-0.006060922854676757,-0.041751872993783974,-0.031069037660383332,-0.020085168993167188,-0.04696179207784168,-0.031498239562086854,-0.03830404971720286,-0.05380371439296308,-0.03188378127034122,-0.028601866728866884,-0.04704970446736302,0.4902887283664256,-0.11361107538682387,-0.07112682114801236,0.020429566519120323,-0.02027031781352274,0.030706288053115975,0.16527766031061494,-0.043774153954086355,0.023825293564873975,0.028490866237047007,-0.09557216346019215,0.14147737885656436,1.0191931218307564,-0.37860817353333304,0.07212937759012947,0.06259421334181847,-0.13803784361670582,0.356141747989318,1.4225576425542665,-0.5550327992338114,0.3409317945972076,0.015137063069148629,-0.1371163915339451,0.5688217243296437,1.407479742747258,-0.6212752287401099,0.5715145962611939,-0.07102595870111203,-0.10515742593047786,0.6136785030806133,1.4056960758442043,-0.6475143390000989,0.6518961204148525,-0.21423864524646047,-0.11157739837602798,0.6172787670326271,1.2653616135516634,-0.6031727505318293,0.6504318019267646,-0.2675965816642749,-0.1289606673976436,0.6040788845467189,1.3526247611963509,-0.5857373112790584,0.6277545494486196,-0.0916827062268237,-0.48216541637373556,0.3417383241707709,1.8659403565899901,-0.6344598671584748,0.2951803518821699,1.3037610496915035,-0.3466135397718277,0.6225765985062061,1.7292162592942184,-0.5904745162686191,0.654868565585133,0.9086415900001278,-0.30658794642682646,0.9484462183660796,2.089598688573105,-0.6143263019508741,0.9944359421368907,1.278771286967111,-0.3283882950195944,0.9795837803300798,2.1102944712717733,-0.6621624819029449,1.0523864869035886,1.3025156981736123,-0.148965620035389,1.005239694006047,1.8796651049014685,-0.4801534954593364,1.1024891488979656,0.9592977004467186
bench,0.0,0.0,0.0,0.07427269784279888,-0.00643338197994745,0.19160760687680561,0.10598107015223028,0.020117741411886755,0.19118609002679357,0.1364454589895666,0.04910898622975366,0.18970634289282734,-0.02159738029807436,-0.060238048599190616,0.20135613120139703,-0.05571123474437465,-0.07288474482511673,0.2012274787164871,-0.0869692962946766,-0.0831287733564185,0.20024112495754778,0.14135146481294755,0.15244036725651022,0.8308663249619516,-0.1719574417447409,-0.03617575813377571,0.8679071993425933,0.03195496074916623,0.12393851064586069,0.20717526116146948,-0.0819288467302286,0.04792746172593204,0.2157921632081909,0.1777952444466282,0.5746189359393543,0.6289730682829583,-0.607025073429879,0.2168002747706362,1.1349600981242818,0.406850358484525,0.8912068842075113,-0.3348684923129889,-1.0762835778558175,0.4356043241716198,0.42172165480921775,0.5203929689656563,0.08912775700069611,-0.7105240761418549,-1.0846246645625723,-0.26034619116068297,-0.3472384590126302,0.5533165308380654,-0.09398580905814095,-0.8102493989188808,-1.1515206551584924,-0.4477003639476201,-0.5507881333485544,0.5021402285319045,-0.1198617910546169,-0.6049340240280057,-1.0824949977656702,-0.4649946785493209,-0.3498973187546003,0.47311163823040786,-0.05475031921341501,-0.6462650284954737,-1.0455202627777755,-0.4077129850324823,-0.32902373807406726,-0.5744613271736589,1.58252006470301,-0.5333942037285629,-1.1070670811445755,1.318469526309594,-0.10935750780152739,-1.0643711263123856,2.2051608544312677,-0.8213641725815377,-1.781182449933028,1.8954654752200357,-0.7365054914747231,-1.4218792787280836,2.869856772142185,0.5323355675154389,-1.8594944136356624,2.5741532843019996,1.1474432319566876,-1.4699699239803108,2.969977307559014,0.6796858536009961,-1.786426513569092,2.6799815085907945,1.3515287226486352,-1.5873289181450643,3.168052123846591,0.4042137673402663,-2.142948907588633,2.8696840086874804,1.1674894215868954
squat,0.0,0.0,0.0,0.0213923523370963,-0.04192471266827919,-0.08124001506861578,0.022700922316094177,-0.03923508766978502,-0.08131772148915009,0.02363114700249051,-0.03601958779767487,-0.08159030824102444,0.02568816597663481,-0.04833759115237489,0.02503237088212549,0.02982677512509237,-0.04986663646288878,0.024959169181622144,0.03319594737825919,-0.05068813358853749,0.02458036317901743,0.06337362995576444,-0.010086221719354032,-0.29276523573308777,0.08633551889365305,-0.028914262178817825,0.17417464166764507,0.01365539330389607,0.046415048309155264,-0.06534075928929065,0.016915223716311042,0.04299796221565898,0.06978051920981895,0.12550518574298822,0.25182900197160546,-0.5241552991241527,0.2616356750990373,0.16229226521594045,0.4624812411675747,0.049680612001609656,0.6224571460700876,-0.25184983630174873,0.2591861312021939,0.4486593651850339,0.5924804098389641,0.0331152207477041,0.644182694119475,0.47614965592781033,0.1758063229288647,0.6414675765008055,0.5246590919113668,0.02533536449420891,0.6559062280000874,0.4575213460522199,0.15079509351688458,0.6795328702825469,0.48449296371455486,0.03526371625247741,0.6331806321038236,0.4165498407808076,0.15593538859222983,0.6752783669732925,0.44397988809176353,0.04982517256260367,0.6309945119487915,0.4782812011437171,0.16602585908161308,0.6681711473244224,0.49800727417810586,0.3473167810281905,0.785947462054266,0.13453228635505962,0.3808466407787457,0.6791390144198387,0.7407465637684594,-0.011483401588961203,0.8307543765023635,0.6376892681698254,0.22384660255919522,0.8551283927899621,1.5391321977032517,0.27150029530686753,1.1519370242708526,1.1840345878115592,0.39474902583434013,1.031092688059913,2.248900595263702,0.332485809366211,1.208114875877138,1.2517117610969155,0.4509742793809515,1.0975415060968228,2.3299896510212794,0.1418990904957146,1.2145056402810819,1.3619627874450142,0.30968946888946075,1.0803984868789454,2.4894229547175613
squat,0.0,0.0,0.0,0.05515501370387561,-0.08705064674922951,0.11969615350507878,0.08751540299296837,-0.0862248402004373,0.11973663132160277,0.11588798870816192,-0.08511967762592668,0.11929152306909635,-0.03614078098562091,-0.08649828705586027,0.19270646390300966,-0.06202117412869918,-0.08559964998317639,0.19241233495155255,-0.08305929767315301,-0.0836056004669694,0.19258118949274566,0.18501139461498878,-0.03850311954049319,0.9054408913620954,-0.0813887752306231,-0.039737102027445105,1.2289434419824556,0.07506803122407159,0.095437236691078,0.2880410287602039,-0.0320209074556179,0.10517037881400715,0.37832177572219566,0.5248324144648094,0.5584021154548705,1.282121321170095,-0.2366875320366627,0.5221697423296698,1.9292492731379507,0.862178082877857,1.1440335399020183,-0.16207967744935098,-0.3512867307033822,1.0335958744158849,0.7903734648140884,0.8968882537349442,0.6704614049993388,-2.01239084215785,-0.6238482446868252,0.6105227702120214,-1.3079760832870166,0.9263779680944967,0.5616942619557354,-2.3536566541449138,-0.6762879946399315,0.47598248546620237,-1.6836128797562073,0.8837947141942375,0.49341232189898365,-2.2629435036465506,-0.6461355668317418,0.4320832593411416,-1.647155662701264,0.854871393807506,0.5303855572499792,-2.015319131497771,-0.6178681643478077,0.47354702092892365,-1.352613069323467,0.4382190463174449,1.653996856881589,1.589797673378922,-0.03658899155253245,1.663104661058,2.1335233303001866,0.5792759640651103,2.0565534695488314,-1.460851341625626,-0.5141864532604873,1.9664921005340592,-0.947020620416926,0.7657797196382204,3.2730923812470327,-0.9310593605318269,-0.44750176193460167,3.0409030573685407,-0.1909458266134738,0.7902758896395845,3.418140057153745,-0.9236282834267562,-0.3827733014350321,3.1967789923831904,-0.1550109802126501,0.820709003036809,3.5744405660541245,-2.117339183898005,-0.7283287278688361,3.243583166625505,-1.1840486683918652
deadlift,0.0,0.0,0.0,0.014404948497885817,-0.04556134229169555,-0.0023229612233336004,0.02672161907449142,-0.048544182190806404,-0.0025003185898567547,0.039029211643711,-0.05165310552583421,-0.0030818153963056566,-0.013362238482852768,-0.04348079748781824,0.07089066401116823,-0.020016670063676734,-0.045160985354847305,0.07066236893653463,-0.025959570787809468,-0.04718294338883521,0.07040196461355419,0.07125260752787378,-0.054800316197568776,0.27429955817472756,-0.008791125541496282,-0.04669394979653737,0.6038677064280195,0.03946966311318083,0.034235099132029434,0.12436046373731757,0.0012241020515055443,0.03927095561817574,0.21949898981028695,0.24803335247076813,0.17570701840262573,0.3819075679486339,-0.0017265865714465004,0.20937692751925152,1.349629795692581,0.3143732450015745,0.5622795894245622,0.40033474616351783,0.0025095647084906634,0.559945532858868,1.6679175531290684,0.3410457755916822,0.906990274275854,0.2516055483771667,0.00460591196966956,0.8861865073495598,1.330097580217509,0.3595817217839505,0.9953549257263741,0.08745180737448151,-0.004345675757937008,0.9719467793477797,1.2741664216832012,0.3284132239802927,1.0000566611073405,0.002138206961903319,0.005223132416294927,0.9712578594539296,1.0973420518714796,0.3161548880067047,0.9775526170198945,0.22068551899788927,0.01273661247383294,0.9478076852633629,1.252119388023142,0.29694212593043434,0.6891024626653376,1.590116108897951,0.14511926090480137,0.6867784927745166,2.2648911013367736,0.28241008532914424,1.165598832906343,1.3291619150395693,0.1437129262605839,1.147093146738695,2.251923083730221,0.28552585919752355,1.6270231892178382,1.682847933332232,0.14165305914019696,1.6003279636092653,2.810800563803437,0.28120136545682056,1.6775221269712888,1.6825230163178742,0.18756129899191196,1.6581062865075682,2.8369511930244724,0.14497544173223212,1.7645412159937033,1.1610682347757277,0.05565919656303493,1.780059229063864,2.4252737708268075
deadlift,0.0,0.0,0.0,0.00546811067264556,-0.05881561186664016,0.07222644880989286,0.006910608737516069,-0.060230722803630565,0.07201102526987309,0.007377797060299505,-0.061709562111244974,0.07138745152705094,-0.013313883230661582,-0.05872807145429047,-0.030623860009107686,-0.025004480553488438,-0.060982376467856064,-0.03096339479690986,-0.039145815834640094,-0.06406354315071192,-0.03093518769514113,-0.05232050029796856,-0.06129239219566771,0.40860728904685417,-0.11190688761991698,-0.0694225644972147,-0.04857695870788078,-0.02219846430869986,0.045453153382816386,0.12709929823046473,-0.04316946050508244,0.040246286391087,-0.006795025218175376,-0.16925454943218368,0.16903138533865528,0.8153448080349527,-0.3571848241517086,0.14877527517733222,-0.1666286650512484,-0.31574872284927,0.5337376659759506,1.0300756177141341,-0.42630363752162076,0.5579661888391547,-0.06028684181656812,-0.3748786799058538,0.8835137964512363,0.9994408192533523,-0.48134080970947324,0.9012218213541769,0.2095845387578216,-0.39000463983246725,0.9687824219440557,1.0056405762273408,-0.5328063068342939,0.996708239870029,0.09657153916110398,-0.39127094190814987,0.977484903220908,0.8679330134080798,-0.49605730747506255,1.0011233728738569,0.08708122697206004,-0.3921638606739078,0.9451939378993574,0.9459035105036185,-0.4746272570968717,0.9667507234417743,0.2063732586183186,-0.672782409413827,0.3399262761355571,1.4737371348887747,-0.8251420200510315,0.31875632147483834,0.8842646957394843,-0.47695939403194565,0.7554008137006968,1.462829645428541,-0.5762933924248744,0.7542619027683511,0.8451582714504537,-0.531981872287714,1.2032073152818183,1.6572980639464125,-0.6198423368456129,1.1985940765864986,1.2144559220794593,-0.5830876304681167,1.225128038034963,1.6673297228967272,-0.6309997543470997,1.216685849269316,1.247439703838857,-0.4292636776616488,1.347256654552578,1.4871435767719843,-0.5498276528039437,1.4181958099552394,1.0814190289266774
bench,0.0,0.0,0.0,0.039352007994337426,0.004222376112195907,-0.04673486688075068,0.04323776299120574,0.008814608865008036,-0.04678887460934471,0.04679867574665145,0.012103525137631823,-0.04701318257024864,0.027390402369863388,-0.011180825458545872,0.04225374551887595,0.026867293029305135,-0.012747734035850956,0.04227774497445734,0.025933387502612287,-0.01528292971773368,0.04224236656957485,0.06588452632638657,0.03841370926602597,-0.07574077364147576,0.036331904725101775,0.004346277131758511,0.32990694629624123,-0.0158053386928165,0.0361347836785623,0.004628409017227713,-0.02489009762257486,0.026131654601747926,0.12055258416261683,-0.02920625903888984,0.15384845628326618,-0.2884828513319512,-0.07152234106442844,0.10714541225880542,0.7095292602583125,-0.07255646252369659,0.26385091399470917,-1.0469577457638009,-0.10151746630700824,0.07596947082464901,1.3929900142087954,-0.05907773794026174,0.17708339927863168,-1.6666755000029991,-0.06711029324756809,0.05732911635687666,1.971579506268786,-0.05467969743291001,0.16731622969744886,-1.790611919856907,-0.06410980021164452,0.04788551562534295,2.0796685655013514,-0.04736953727871636,0.1507949264799759,-1.7406824830959018,-0.05240096285421237,0.06494527255424497,2.0550043675793974,-0.058890676688733,0.15455429734332324,-1.6581092662034143,-0.0581862363596268,0.06552148233175863,1.977096221449167,-0.5175584984783405,0.4533041683004025,-0.33773850467079747,-0.5183224698728583,0.42234922400853886,0.4580107954073181,-0.9027625024360362,0.7005582032758808,-0.636935145131613,-0.8456569300049994,0.6427152733383925,0.34162807188428773,-0.9161696305670054,1.2510930918169447,-0.8488204052498844,-0.9255573612344763,1.0725904337371466,0.40208524329799944,-0.8524973359339448,1.3554674125678245,-0.858284252910617,-0.8818264772789786,1.1497558104458883,0.39910079499842205,-1.0621958321943605,1.392113335704274,-1.0615648227977437,-1.0649088570374141,1.0823228397229125,0.2555402300273216
deadlift,0.0,0.0,0.0,-0.004565888903060523,-0.031032487315873162,0.03519941236001123,-0.0069018218891963926,-0.03245430282324629,0.03515355313255546,-0.009616896976389625,-0.033863850049208256,0.03528188066125241,-0.00441357949447741,-0.030945238952858757,-0.06639517222955832,-0.006446068286135354,-0.03219249247738705,-0.06639380183642198,-0.00899865390144686,-0.03348555628675911,-0.06670249920458925,-0.04534226295929192,-0.031617710441911445,0.21904482373355635,-0.04173499668351757,-0.03144471462265102,-0.2412053920025137,-0.014787716563925494,0.02205683644207221,0.08150391969987826,-0.015130445361645508,0.021903972350552952,-0.0516805759279796,-0.15033669503492655,0.12502827459277935,0.5407002439751042,-0.0867260474590073,0.12551476415618426,-0.45727442947251234,-0.16624774242976453,0.3665980443417266,0.6202422664440506,-0.07462338784690734,0.38721658793038144,-0.5813881950456329,-0.14922458837636896,0.5754487643648476,0.5136662375470258,-0.06548534538644868,0.6091779243457973,-0.556011124433036,-0.14731674010330303,0.6215359991357868,0.5325343323028472,-0.07026697332326061,0.6653742229995245,-0.6510230255921391,-0.12237636810349033,0.623857575622399,0.45577357164673893,-0.062219894312970106,0.6730377224452685,-0.6163231052161241,-0.12708817124716432,0.6114405086707303,0.4741881478454478,-0.062033912387322344,0.6557505393142692,-0.5404339309089398,-0.15627754505146016,0.5511489532710554,0.519616973971186,-0.12941405468363362,0.5534232838228714,-0.08726785848819044,-0.1306078628758442,0.8591025242493701,0.6109925043145713,-0.13550538691790187,0.8807834488027777,0.006432527496811877,-0.16310693187487796,1.1815793911731103,0.8587998468224803,-0.1567764986667243,1.1972134886407733,0.21780914615640679,-0.18688638511775255,1.2223540685521253,0.8683925987769437,-0.1800513862081573,1.234662287134678,0.22325993736759067,-0.09974673995883103,1.254662065593862,0.715535620250634,-0.08850977726800936,1.2697876819511222,-0.012426512875787136
deadlift,0.0,0.0,0.0,0.043822886437748065,-0.10199437214017366,0.16089106937285247,0.07389986360545361,-0.10656981911273536,0.1604376023692942,0.10660731558518638,-0.11002037191176625,0.16006683358778453,-0.06162406018308408,-0.09145568912006224,0.14472738145597797,-0.0950584020702703,-0.08959452138473115,0.14443259738771597,-0.13018637913225367,-0.08920441312048227,0.14408380008955507,0.14812792624342871,-0.07659827454915456,1.3513222106594858,-0.1918929849576409,-0.057619909922525456,1.2862071258998828,0.0561314945053952,0.09670229624804186,0.4650121025795695,-0.06867400732285892,0.0969537476685883,0.44487859484486875,0.48609725018681166,0.5866567624005176,2.297138877214753,-0.5046189054902911,0.5543037531695284,2.1650980438559695,0.6462562419408644,1.288558074618196,2.818674909405085,-0.6232044939941664,1.271827400367128,2.638982429765421,0.7493488830889832,1.8903922494608232,1.6897686514669759,-0.7043891249676844,1.9175288623534372,1.56235678242648,0.8007374362062191,2.0772975551185593,1.379301674066116,-0.7612253853174388,2.0707622594602793,1.2455191429127097,0.7491950827055421,2.0663935961877753,1.0011875510294588,-0.7291184872159043,2.0639794794548347,0.835204437810795,0.71796658619872,2.0254125075095404,1.521107458555696,-0.6891982855079726,2.023185148385064,1.3813720286324962,0.244519264970188,1.9727267213962574,3.3789677370484363,-0.2929093209293056,1.9710236262772407,3.269291413390253,0.31127809132781686,3.0024913906953805,2.9173096662745324,-0.4148794333473566,2.9776312676052865,3.0264578160712783,0.26960093385071493,3.9154840343453707,5.266995749048739,-0.5037331800677959,3.9255823722200347,5.096722245967001,0.18481023317258846,4.029574928706978,5.416881699119556,-0.4675618627062393,4.040642758284404,5.22425175399126,0.34459418391225827,4.228210260037512,4.09480254102887,-0.5417397266079523,4.269592938605843,3.849525526897706
squat,0.0,0.0,0.0,-0.014442667893487618,-0.05767308598007556,0.0575915920997708,-0.010394892002052774,-0.06252521090717174,0.05707884621185695,-0.007198320429910016,-0.06807563929428766,0.056390866296021,-0.04818178510748537,-0.04585972717502677,-0.04661810833773217,-0.07056583196926976,-0.04147639172708478,-0.04683960604216847,-0.09496075142020748,-0.03588067581519696,-0.04720190624034367,-0.05267302969348607,-0.060316682380379065,0.426172350584974,-0.17334218668479548,-0.004972398653890781,-0.036531147839843646,-0.0003884492327267055,0.049569162956506686,0.15158577581295896,-0.04640033775813012,0.06835475953187593,0.01760291478867421,-0.09501387773927365,0.16613653032664025,0.8504691226576468,-0.33813689291038873,0.2756042573339043,-0.11332961994267891,0.011821020117208115,0.14994081222539177,1.312023608211404,-0.28968397426138853,0.5635474868155562,-0.5737267971843382,-0.058889755595616385,-0.018760453272915867,1.6436143092164557,-0.2318819475102609,0.16762945088525408,-0.7779279209969195,-0.07906758119836266,-0.053971725635736545,1.7114673859134972,-0.23917593081091704,0.04832631472605853,-0.8699281520844877,-0.08811230743902511,-0.058981070154055876,1.7490411821355487,-0.26782835087610657,-0.007809509742017782,-0.844575539033279,-0.09088966620838056,-0.03762514771976784,1.6624991183052704,-0.25892395384348976,0.02839844313005462,-0.7704462207581821,-0.31453543692416785,0.8587623960095704,1.1408862820892787,-0.4718916302305318,0.8947853533362976,0.5432553035571809,-0.11218941554695218,1.0901046795081144,0.4265351832295541,-0.34839695765057976,1.239976392022293,0.5197580000038285,-0.31611934665730707,1.4664903331998262,0.7627145517225244,-0.4406145451927684,1.5614489548344141,1.1032164680322112,-0.40178867166925075,1.516625013399043,0.7956373250665728,-0.48511357599973026,1.5851771330650002,1.1705539591271794,-0.21113464089712364,1.6435486408265187,0.6651426387621783,-0.3659166924786671,1.759939768436632,1.0575896713691482
